project,has_global_start,sprite_starting_point,laggy_movement,double_condition,missing_forever_loop,clone_initialization,missing_termination,loose_blocks,multiple_attribute_modification,empty_body,sequential_actions,duplicated_name,long_script,broadcast_sync,nested_loops,duplicated_script,race_condition
87727956.sb,0,0,0,1,0,0,0,0,2,1,0,8,1,0,0,20,0
87730785.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
87737281.sb,0,0,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0
87737537.sb,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
87743860.sb,0,0,0,0,0,2,0,3,0,2,0,6,23,0,0,50,0
87745421.sb,0,0,0,0,0,0,0,31,1,0,6,38,37,2,0,2422,0
87746299.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87746363.sb,0,0,4,0,0,0,0,0,0,0,0,2,0,1,0,4,0
87752184.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
87754829.sb,0,0,0,4,0,0,0,0,2,0,0,5,2,0,0,0,0
87756789.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0
87757710.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
87758307.sb,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
87760741.sb,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0
87763179.sb,0,0,0,0,0,0,0,0,0,0,2,16,8,0,0,14,0
87771657.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87772171.sb,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0
87775099.sb,0,4,0,0,0,0,0,13,0,3,0,14,8,0,0,2,0
87777153.sb,0,0,0,5,0,0,0,5,1,0,2,7,2,1,0,36,0
87778534.sb,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,6,0
87780217.sb,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
87782258.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87782366.sb,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87784086.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87787532.sb,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87796226.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87797457.sb,0,0,4,0,0,0,0,1,0,0,0,23,0,0,0,306,0
87799315.sb,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
87803716.sb,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0
87804052.sb,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0
87804207.sb,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
87804491.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
87804682.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
