project,has_global_start,sprite_starting_point,laggy_movement,double_condition,missing_forever_loop,clone_initialization,missing_termination,loose_blocks,multiple_attribute_modification,empty_body,sequential_actions,duplicated_name,long_script,broadcast_sync,nested_loops,duplicated_script,race_condition
94915036.sb,0,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0
94915085.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94915166.sb,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,360,0
94915316.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0
94915366.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94916179.sb,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
94916297.sb,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
94917460.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94917748.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94918249.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
94918338.sb,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0
94919147.sb,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0
94919554.sb,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,2,0
94919762.sb,0,0,4,0,0,0,0,0,0,0,0,23,0,0,0,2532,22
94919767.sb,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,2
94921035.sb,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,108,0
94922542.sb,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,36,0
94922544.sb,0,0,0,0,0,0,0,7,0,0,1,8,4,3,0,12,0
94922763.sb,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
94922850.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94923224.sb,0,0,0,0,0,0,0,60,0,0,1,0,5,0,0,0,2
94923336.sb,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,4,0
94923523.sb,0,1,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0
94924855.sb,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
94924993.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94926685.sb,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
94927051.sb,0,0,0,0,0,0,0,3,0,0,4,17,6,1,0,242,0
94927354.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94927645.sb,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0
94927680.sb,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0
94927727.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94927826.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
94928866.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
94929154.sb,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,20,0
94929586.sb,0,0,0,0,0,0,0,0,0,0,2,18,2,1,0,130,0
94931651.sb,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
94932453.sb,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
94932552.sb,1,0,11,0,0,0,0,0,0,0,1,1,2,0,0,0,0
94934914.sb,0,0,0,0,0,0,0,16,0,0,0,6,11,0,0,32,0
94935411.sb,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94937313.sb,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0
94938051.sb,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
94938798.sb,0,0,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0
94939984.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,438,0
94940070.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
94940453.sb,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
94940747.sb,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
94942135.sb,0,0,2,0,0,0,0,1,0,0,3,4,3,0,0,22,0
94943407.sb,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0
94943408.sb,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
94943437.sb,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,36,0
94943486.sb,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,86,0
94943527.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
94943886.sb,0,0,0,0,0,0,0,0,0,1,4,7,1,0,0,98,2
94944232.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
94944538.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
94944974.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94946794.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,36,0
94947644.sb,0,0,0,0,0,0,0,0,1,0,0,17,30,0,0,454,0
94948106.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94948646.sb,0,0,0,0,0,0,0,7,0,0,0,0,7,1,0,32,0
94949025.sb,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0
94951173.sb,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
94951737.sb,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0
94952082.sb,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
94952696.sb,0,0,0,0,1,0,0,1,0,1,0,3,2,0,0,0,0
94953148.sb,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,2,4
94954012.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
94954892.sb,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0
94955044.sb,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94955904.sb,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
94956910.sb,0,1,0,0,0,0,0,3,0,0,0,4,3,0,0,26,0
94957270.sb,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
94958486.sb,0,1,2,0,0,0,0,2,0,0,1,2,0,0,0,0,0
94958487.sb,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,4,0
94958574.sb,0,0,4,0,0,0,1,0,0,0,0,5,4,0,0,20,0
94958616.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
94959157.sb,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0
94959205.sb,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,12,0
94959528.sb,0,0,0,0,0,0,0,4,0,0,3,2,0,0,0,2,0
94960718.sb,0,0,0,0,0,0,0,4,0,0,0,1,2,0,0,2,0
94960761.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94960772.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94961216.sb,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0
94961876.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94961897.sb,0,0,4,0,0,0,0,0,0,0,1,3,5,0,0,2,2
94962180.sb,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0
94962298.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
94962610.sb,0,0,2,2,0,0,0,0,1,0,3,0,14,1,0,122,0
94962995.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94963446.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94963711.sb,0,0,0,0,0,1,0,18,2,3,17,40,48,9,0,750,3
94964156.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94964431.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
94964710.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94965322.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94965531.sb,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
94965883.sb,0,0,4,0,0,0,0,0,0,1,0,3,5,0,0,0,1
94966969.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94967508.sb,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0
94967878.sb,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,6,0
94968104.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94968490.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94969277.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94969725.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94969740.sb,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0
94970758.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94971230.sb,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,502,0
94971267.sb,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94971737.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94971916.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94972054.sb,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,18,0
94972100.sb,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
94972397.sb,0,0,0,0,0,0,0,0,1,0,2,0,9,0,0,56,0
94972734.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94972991.sb,0,0,0,0,0,0,0,13,0,0,2,9,13,1,0,0,0
94973074.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94973245.sb,0,0,0,0,0,0,0,2,0,0,1,9,2,0,0,166,0
94973402.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
94973590.sb,0,0,2,0,0,0,0,0,4,0,0,1,3,0,4,34,0
94973904.sb,0,0,0,0,0,0,0,21,0,0,0,28,13,0,0,1578,1
94973966.sb,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,62,0
94974100.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94974491.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94975333.sb,0,0,6,0,0,0,0,0,0,0,2,3,0,0,0,0,0
94976668.sb,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
94977944.sb,0,0,0,0,0,0,0,15,0,0,6,17,5,1,0,458,0
94978266.sb,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94978410.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94978421.sb,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0
94979149.sb,0,0,0,0,0,0,0,30,0,0,1,7,8,0,0,28,0
94979213.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94979637.sb,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
94979644.sb,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
94979994.sb,0,0,4,0,0,0,0,0,0,1,0,4,1,0,0,38,0
94980190.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
94980855.sb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0
94981149.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
94981929.sb,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94983479.sb,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
94984756.sb,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,96,0
94985575.sb,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0
94986795.sb,0,1,0,0,0,0,0,5,0,0,5,17,7,0,0,596,0
94987152.sb,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,2,0
94987160.sb,0,1,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0
94987241.sb,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0
94987493.sb,0,0,0,0,0,0,0,4,0,0,4,5,34,8,1,70,0
94987933.sb,0,1,0,0,0,0,0,2,0,0,0,185,185,0,0,102120,184
94988867.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
94989503.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94990243.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94991732.sb,0,0,0,0,0,0,0,0,0,0,0,7,4,2,0,48,0
94992066.sb,1,0,4,0,0,0,0,0,0,4,0,4,0,0,0,0,0
94992407.sb,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0
94992447.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94992962.sb,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
94993065.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94994217.sb,0,0,1,0,0,0,0,0,0,0,1,4,1,0,0,2,0
94994540.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
94994646.sb,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0
94995650.sb,0,0,0,0,0,0,0,5,2,0,0,10,7,0,1,70,0
94995906.sb,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0
94996839.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
94998131.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94998216.sb,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
94998866.sb,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0
94999111.sb,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
94999391.sb,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,2,0
95001022.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95001172.sb,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0
95001229.sb,0,0,0,0,0,0,0,13,3,0,3,19,27,0,0,4,1
95001332.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95001783.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95001835.sb,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
95002208.sb,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,50,0
95002214.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
95002506.sb,0,4,0,0,0,0,0,57,0,10,5,35,1,28,0,2130,0
95002738.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95003033.sb,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
95003453.sb,0,0,0,2,0,0,0,0,1,0,0,2,1,0,0,0,0
95003582.sb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
95004040.sb,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,214,0
95004249.sb,1,0,0,0,0,0,0,1,0,0,0,32,1,0,0,0,0
95004855.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95004858.sb,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0
95005175.sb,0,0,0,8,0,0,0,0,4,1,0,0,16,1,0,28,2
95005625.sb,0,0,0,0,0,0,0,0,0,0,0,25,2,0,0,624,0
95006249.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95006869.sb,0,0,0,2,0,0,0,1,1,0,0,2,7,12,1,36,0
95008816.sb,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0
95009162.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95010899.sb,0,0,0,0,0,0,0,0,1,0,0,4,2,2,0,112,0
95010967.sb,0,0,0,0,0,0,0,10,0,1,0,6,9,0,0,404,0
95011024.sb,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
95011176.sb,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,36,0
95011345.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,4,0
95011529.sb,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0
95011599.sb,0,0,0,1,0,0,0,0,0,0,1,8,4,0,0,190,0
95012330.sb,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
95012338.sb,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
95012383.sb,0,0,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0
95012384.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95013568.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95013718.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95013841.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
95013923.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95013924.sb,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0
95015462.sb,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0
95015547.sb,0,2,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0
95015682.sb,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,42,0
95015712.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95015872.sb,0,0,6,0,0,0,0,22,0,1,5,26,16,16,0,976,1
95016621.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
95016682.sb,0,0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0
95016784.sb,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
95016853.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95017277.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
95018017.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95018174.sb,0,0,0,0,0,0,0,0,0,0,0,33,16,2,0,26,0
95018856.sb,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
95019106.sb,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
95019470.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95019612.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95020535.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95020581.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
95020609.sb,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
95021627.sb,0,0,0,0,0,0,0,1,0,5,0,15,23,1,0,4682,1
95021746.sb,0,0,0,0,0,0,0,14,1,0,2,11,4,0,0,34,0
95021855.sb,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,18,2
95022275.sb,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,26,0
95022351.sb,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0
95022598.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95023837.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
95024592.sb,0,0,0,0,0,0,0,3,0,0,0,1,7,1,0,110,0
95024827.sb,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
95024881.sb,1,0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0
95025097.sb,0,0,0,0,0,0,0,0,1,0,1,5,2,0,0,2,0
95025299.sb,0,0,0,0,0,0,0,96,2,0,5,30,32,6,0,916,28
95025300.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95025590.sb,0,0,0,0,0,0,0,3,0,0,4,18,4,0,0,172,0
95025867.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
95025966.sb,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95026293.sb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0
95026365.sb,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,6,0
95026544.sb,0,0,0,0,0,0,0,4,0,0,0,5,2,0,0,8,0
95027468.sb,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0
95027651.sb,0,0,0,0,0,0,0,1,0,0,0,1,2,11,0,0,0
95027686.sb,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0
95028147.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
95028569.sb,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0
95029782.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95031013.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
95031066.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
95031691.sb,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0
95032346.sb,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
95032923.sb,0,0,0,0,0,0,0,3,0,0,1,6,6,0,0,2,0
95033064.sb,1,0,0,0,0,0,0,2,0,0,1,1,3,0,0,0,0
95034154.sb,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,72,0
95034513.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
95035097.sb,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
95035487.sb,0,0,0,0,0,0,0,9,1,0,2,4,8,0,0,14,0
95035553.sb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
95037382.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95037514.sb,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
95037598.sb,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
95037678.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95038954.sb,0,0,0,0,0,0,0,0,0,0,0,14,16,1,0,314,0
95039148.sb,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
95039184.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
95039557.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95040098.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95040574.sb,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
95040800.sb,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0
95040835.sb,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
95040977.sb,0,0,0,0,0,0,0,0,0,0,0,7,2,9,1,486,0
95041005.sb,0,0,8,0,0,0,0,2,0,0,0,5,0,10,0,18,0
95041802.sb,0,0,4,0,0,0,0,0,0,0,1,1,1,0,0,0,0
95042227.sb,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0
95043309.sb,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,72,0
95043409.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95043450.sb,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,72,0
95043705.sb,0,0,0,0,0,0,0,2,0,0,6,4,0,0,0,4,0
95044191.sb,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
95044291.sb,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0
95044360.sb,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0
95045560.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1
95046168.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95046565.sb,1,0,4,0,0,0,0,0,0,0,0,0,3,0,0,2,0
95046863.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
95047153.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
95047291.sb,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,30,0
95047898.sb,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0
95048067.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
95048112.sb,0,0,4,0,0,0,0,0,0,0,0,15,2,0,0,106,0
95048301.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95048441.sb,0,0,5,0,0,0,0,3,0,0,1,2,5,0,0,8,0
95048444.sb,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
95048745.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95048967.sb,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0
95049302.sb,0,0,2,1,1,0,0,10,0,0,1,1,5,0,0,12,4
95049482.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
95049707.sb,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0
95049848.sb,0,0,4,0,0,0,0,0,0,0,0,3,1,0,0,2,1
95049988.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95050357.sb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
95050364.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
95050784.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
95051436.sb,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
95051498.sb,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0
95052355.sb,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
95052435.sb,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
95052668.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
95052689.sb,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
95052701.sb,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
95052877.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
95053024.sb,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
95053076.sb,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0
95053117.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95053127.sb,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
95053980.sb,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0
95054543.sb,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95054922.sb,0,0,4,0,0,0,0,1,0,0,0,1,0,1,0,2,0
95055126.sb,0,0,4,0,0,0,0,1,0,0,0,6,8,0,0,106,0
95055219.sb,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0
95055320.sb,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
95056104.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95056221.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95056229.sb,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,6,0
95056294.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
95056324.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95056760.sb,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95056796.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95056800.sb,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95056913.sb,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95057076.sb,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95057107.sb,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
95057149.sb,0,0,4,0,0,0,0,0,0,0,0,2,1,0,0,0,0
95057287.sb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
